Phoneme,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
au̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",0,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
eu̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",0,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
iu̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",0,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
õi,0,-,+,-,-,-,+,+,0,+,-,-,"+,-",-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ũi,0,-,+,-,-,-,+,+,0,+,-,-,"+,-",-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɐ̃i,0,-,+,-,-,-,+,+,0,+,-,-,"+,-",-,"+,-",+,-,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
ɐ̃u̜,0,-,+,-,-,-,+,+,0,+,-,-,"+,-",-,+,+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,-,-,0,-,-,0
ɛu̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",0,-,-,0,0,0,+,"-,+",-,"+,-","-,+","-,+",-,-,+,-,-,-,0,-,-,0
aɪ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,-,-,-,+,-,-,-,0,-,-,0
aʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",-,-,-,+,-,-,-,0,-,-,0
eʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
ẽɪ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
iʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
oɪ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
oʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,"+,-",-,-,+,-,-,-,0,-,-,0
õɪ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
uɪ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
uʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,"+,-",-,-,+,-,-,-,0,-,-,0
ũɪ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
ɐ̃ɪ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"-,+","+,-","-,+",-,-,-,-,+,-,-,-,0,-,-,0
ɐ̃ʊ̯̃,0,-,"+,-",-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",-,-,-,+,-,-,-,0,-,-,0
ɔɪ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",-,-,-,+,-,-,-,0,-,-,0
ɔʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɛɪ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɛʊ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",-,-,-,+,-,-,-,0,-,-,0
ʊ̯aɪ̯,0,-,"-,+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+","-,+,-","-,-,+","+,-,-",-,-,-,+,-,-,-,0,-,-,0
ʊ̯ɐ̃,0,-,"-,+",-,-,-,+,+,0,+,-,-,"-,+",-,+,+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",-,-,-,+,-,-,-,0,-,-,0
d̠ːʒ,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɪ̯a,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,-,-,-,+,-,-,-,0,-,-,0
ɪ̯u̞,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",-,-,-,+,-,-,-,0,-,-,0
ɪ̯ɛ,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,-,-,-,+,-,-,-,0,-,-,0
ʊ̯ɔ,0,-,"-,+",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,-,+,-,-,-,+,-,-,-,0,-,-,0
uei̯,0,-,"+,+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+",-,"-,+,+","+,-,-",+,-,-,+,-,-,-,0,-,-,0
ʌi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
ʔj,0,-,-,-,-,"+,-","-,+","-,+",-,"-,+",-,-,-,-,-,0,0,-,0,0,0,"-,+",+,-,+,-,+,0,0,"-,+",-,-,"+,-",-,-,-,-
cn̠,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,+,-,+,-,"+,-",+,-,+,-,0,0,0,"-,+",-,-,-,-,-,-,-
ʈʂː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
βː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̠͉ʃ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
iɑ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
ḭu,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,-,"+,-",0,-,-,0
ʑ̟,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
i̽,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,0,-,0,-,0,-,-,+,-,-,-,0,-,-,0
ɐ̟,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,+,0,-,0,-,-,+,-,-,-,0,-,-,0
ʊ̽,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,0,-,-,0,-,-,-,+,-,-,-,0,-,-,0
aʊɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+,-",+,-,-,0,0,0,+,"-,+,+","+,-,-","-,-,+","-,+,-",-,-,-,+,-,-,-,0,-,-,0
eəɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,-,+",-,"+,-,+",-,"+,-,-",-,-,+,-,-,-,0,-,-,0
iəɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-,+",-,"+,-,+",-,"+,-,-",-,-,+,-,-,-,0,-,-,0
oəɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"-,-,+",-,"-,-,+","+,-,-","+,-,-",-,-,+,-,-,-,0,-,-,0
ya,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,0,-,-,0
əɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,-,-,-,+,-,-,-,0,-,-,0
əɪa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+,-","-,-,+","-,+,-",-,-,-,-,+,-,-,-,0,-,-,0
əʊɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+,-",+,-,-,0,0,0,+,"-,+,+",-,"-,-,+","-,+,-",-,-,-,+,-,-,-,0,-,-,0
c̻̟,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
ɭ̟,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɲ̻̟,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɳ̟,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɻ̟,0,-,-,-,-,+,+,+,0,+,-,-,-,-,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʈ̟,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,0,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʎ̻̟,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɐɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+","+,-","-,+",-,-,-,-,+,-,-,-,0,-,-,0
ɐʊ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",-,-,-,+,-,-,-,0,-,-,0
d̪ˤː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
l̪ˤ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
l̪ˤː,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
n̪ˤ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
r̪ˤ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
r̪ˤː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
s̪ˤː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
t̪ˤː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
z̪ˤː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
ʁʷː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ʃˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
ʒˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
ʒˤː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
ʜ,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,+,+,-,-,-,-,-
ʜː,0,-,-,-,+,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,+,+,-,-,-,-,-
ɲ̟̥,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
ʎ̟̥,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
nb,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,"-,+",-,-,"+,-",+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ae̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
aɵ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,-,+,-,-,+,-,-,-,0,-,-,0
i̩ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
oˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,+,-,+,-,-,-,0,-,-,0
ɑˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,+,-,+,-,-,-,0,-,-,0
ɔˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
ɞʏ̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+",-,-,-,-,+,-,-,-,0,-,-,0
ʊˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,+,-,+,-,-,-,0,-,-,0
ʌˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
˥˩˩˥,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
˦˩˨,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ʰkː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,"+,-",-,-,-,-,-
ʰpː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
ʰtsː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
ʰtː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
ʰt̠ʃː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
ˀmː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,"+,-",-,-,-,-
ˀnː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,"+,-",-,-,-,-
ˀɲː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,"+,-",-,-,-,-
tɬʼː,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,"-,+",-,-
tɬː,0,-,-,-,"-,+",+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɲcʰ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,"-,+",-,-,-,-,-
ɛ̠,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,-,+,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɤ̟̹,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,0,+,-,-,+,-,-,-,0,-,-,0
ɯ̟,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,0,+,-,-,+,-,-,-,0,-,-,0
l̺,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̪̺,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ð̪̺,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
y̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,-,-,0
j̊,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,-,-,-,-,-,-,-,-
ɬˠ,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
äː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
d̺ʱ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
n̪ʱ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
t̺ʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
eːi̯,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
oːu̯,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,-,-,0
ɑːi̯,0,-,"+,-",-,"+,-",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɫ̪,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,+,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ɯ̽,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,0,-,-,0,0,-,-,+,-,-,-,0,-,-,0
pˤʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
r̺̥,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
tsˤʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
t̠ʃˤʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
t̠ʃˤʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,+,-,-,-,-,+,-,+,-,-
t̪ˤʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,-,-,+,-,-,-,-,-
t̪ˤʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,-,-,-,+,-,+,-,-
vˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
x̠,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,-,+,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ɾ̺,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɔaː,0,-,+,-,"-,+",-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,"-,+",-,"+,-",-,-,-,+,-,-,-,0,-,-,0
ɛ̯æː,0,-,"-,+",-,"-,+",-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"-,+",+,-,-,-,-,+,-,-,-,0,-,-,0
yœ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
ɯɑ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",-,+,+,-,-,+,-,-,-,0,-,-,0
yi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
œ̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
œ̜ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɔ̜,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɔ̜ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,0,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɞe̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"-,+",-,"-,+",-,-,+,-,-,-,0,-,-,0
ʉi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+",-,+,-,-,+,-,-,-,0,-,-,0
ɐi̯,0,-,"+,-",-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,-,0,-,-,0
d̪z,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
bʲː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
b̥ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
d̥z̥ʲ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
d̥ʑ̥,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,+,+,"-,+","-,+","-,+",+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
d̥ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
fʲː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
kʲː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
l̥ʲː,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
mʲː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
m̥ʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
m̥ʲː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
m̥ː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
n̥ʲː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
n̥ː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
pʲː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
rʲː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
r̥ʲ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-
